Code,Name
CURRFX/PYGIDR,Currency Exchange Rates - PYG vs IDR
CURRFX/NOKAUD,Currency Exchange Rates - NOK vs AUD
CURRFX/MWKRUB,Currency Exchange Rates - MWK vs RUB
CURRFX/NPRGBP,Currency Exchange Rates - NPR vs GBP
CURRFX/NOKCNY,Currency Exchange Rates - NOK vs CNY
CURRFX/PENINR,Currency Exchange Rates - PEN vs INR
CURRFX/NIORUB,Currency Exchange Rates - NIO vs RUB
CURRFX/RUBALL,Currency Exchange Rates - RUB vs ALL
CURRFX/PABIDR,Currency Exchange Rates - PAB vs IDR
CURRFX/PKRCNY,Currency Exchange Rates - PKR vs CNY
CURRFX/PLNCNY,Currency Exchange Rates - PLN vs CNY
CURRFX/RUBBGN,Currency Exchange Rates - RUB vs BGN
CURRFX/RUBKYD,Currency Exchange Rates - RUB vs KYD
CURRFX/RUBBYR,Currency Exchange Rates - RUB vs BYR
CURRFX/RUBHRK,Currency Exchange Rates - RUB vs HRK
CURRFX/RUBDJF,Currency Exchange Rates - RUB vs DJF
CURRFX/RUBGMD,Currency Exchange Rates - RUB vs GMD
CURRFX/RUBILS,Currency Exchange Rates - RUB vs ILS
CURRFX/RUBKZT,Currency Exchange Rates - RUB vs KZT
CURRFX/RUBUSD,Currency Exchange Rates - RUB vs USD
CURRFX/RUBMDL,Currency Exchange Rates - RUB vs MDL
CURRFX/RUBLAK,Currency Exchange Rates - RUB vs LAK
CURRFX/RUBSCR,Currency Exchange Rates - RUB vs SCR
CURRFX/RUBSRD,Currency Exchange Rates - RUB vs SRD
CURRFX/RWFCNY,Currency Exchange Rates - RWF vs CNY
CURRFX/RUBUYU,Currency Exchange Rates - RUB vs UYU
CURRFX/RUBVEF,Currency Exchange Rates - RUB vs VEF
CURRFX/RUBYER,Currency Exchange Rates - RUB vs YER
CURRFX/RUBXOF,Currency Exchange Rates - RUB vs XOF
CURRFX/SDGCNY,Currency Exchange Rates - SDG vs CNY
CURRFX/SDGGBP,Currency Exchange Rates - SDG vs GBP
CURRFX/SDGIDR,Currency Exchange Rates - SDG vs IDR
CURRFX/TNDAUD,Currency Exchange Rates - TND vs AUD
CURRFX/SZLRUB,Currency Exchange Rates - SZL vs RUB
CURRFX/SYPINR,Currency Exchange Rates - SYP vs INR
CURRFX/SLLIDR,Currency Exchange Rates - SLL vs IDR
CURRFX/TMTINR,Currency Exchange Rates - TMT vs INR
CURRFX/TWDINR,Currency Exchange Rates - TWD vs INR
CURRFX/USDIDR,Currency Exchange Rates - USD vs IDR
CURRFX/TNDGBP,Currency Exchange Rates - TND vs GBP
CURRFX/TTDRUB,Currency Exchange Rates - TTD vs RUB
CURRFX/USDCLP,Currency Exchange Rates - USD vs CLP
CURRFX/TRYCNY,Currency Exchange Rates - TRY vs CNY
CURRFX/USDTOP,Currency Exchange Rates - USD vs TOP
CURRFX/TOPCNY,Currency Exchange Rates - TOP vs CNY
CURRFX/USDPAB,Currency Exchange Rates - USD vs PAB
CURRFX/USDTHB,Currency Exchange Rates - USD vs THB
CURRFX/UZSINR,Currency Exchange Rates - UZS vs INR
CURRFX/TZSRUB,Currency Exchange Rates - TZS vs RUB
CURRFX/USDDZD,Currency Exchange Rates - USD vs DZD
CURRFX/USDHNL,Currency Exchange Rates - USD vs HNL
CURRFX/USDILS,Currency Exchange Rates - USD vs ILS
CURRFX/BNDCNY,Currency Exchange Rates - BND vs CNY
CURRFX/AEDINR,Currency Exchange Rates - AED vs INR
CURRFX/AFNINR,Currency Exchange Rates - AFN vs INR
CURRFX/AFNRUB,Currency Exchange Rates - AFN vs RUB
CURRFX/ARSGBP,Currency Exchange Rates - ARS vs GBP
CURRFX/ALLGBP,Currency Exchange Rates - ALL vs GBP
CURRFX/CNYBAM,Currency Exchange Rates - CNY vs BAM
CURRFX/AEDGBP,Currency Exchange Rates - AED vs GBP
CURRFX/ANGRUB,Currency Exchange Rates - ANG vs RUB
CURRFX/AFNIDR,Currency Exchange Rates - AFN vs IDR
CURRFX/AZNCNY,Currency Exchange Rates - AZN vs CNY
CURRFX/AFNCNY,Currency Exchange Rates - AFN vs CNY
CURRFX/AMDCNY,Currency Exchange Rates - AMD vs CNY
CURRFX/AOAINR,Currency Exchange Rates - AOA vs INR
CURRFX/AMDRUB,Currency Exchange Rates - AMD vs RUB
CURRFX/ANGGBP,Currency Exchange Rates - ANG vs GBP
CURRFX/BAMCNY,Currency Exchange Rates - BAM vs CNY
CURRFX/ARSCNY,Currency Exchange Rates - ARS vs CNY
CURRFX/ARSRUB,Currency Exchange Rates - ARS vs RUB
CURRFX/CNYBOB,Currency Exchange Rates - CNY vs BOB
CURRFX/AUDVND,Currency Exchange Rates - AUD vs VND
CURRFX/BNDIDR,Currency Exchange Rates - BND vs IDR
CURRFX/BHDIDR,Currency Exchange Rates - BHD vs IDR
CURRFX/CNYAUD,Currency Exchange Rates - CNY vs AUD
CURRFX/AZNGBP,Currency Exchange Rates - AZN vs GBP
CURRFX/AZNRUB,Currency Exchange Rates - AZN vs RUB
CURRFX/BAMINR,Currency Exchange Rates - BAM vs INR
CURRFX/BMDINR,Currency Exchange Rates - BMD vs INR
CURRFX/BBDIDR,Currency Exchange Rates - BBD vs IDR
CURRFX/BDTIDR,Currency Exchange Rates - BDT vs IDR
CURRFX/BGNGBP,Currency Exchange Rates - BGN vs GBP
CURRFX/CNYBDT,Currency Exchange Rates - CNY vs BDT
CURRFX/BIFGBP,Currency Exchange Rates - BIF vs GBP
CURRFX/BRLGBP,Currency Exchange Rates - BRL vs GBP
CURRFX/BYRIDR,Currency Exchange Rates - BYR vs IDR
CURRFX/CDFCNY,Currency Exchange Rates - CDF vs CNY
CURRFX/BOBGBP,Currency Exchange Rates - BOB vs GBP
CURRFX/FJDRUB,Currency Exchange Rates - FJD vs RUB
CURRFX/BRLCNY,Currency Exchange Rates - BRL vs CNY
CURRFX/CNYEGP,Currency Exchange Rates - CNY vs EGP
CURRFX/BSDIDR,Currency Exchange Rates - BSD vs IDR
CURRFX/BTNRUB,Currency Exchange Rates - BTN vs RUB
CURRFX/BTNGBP,Currency Exchange Rates - BTN vs GBP
CURRFX/BWPINR,Currency Exchange Rates - BWP vs INR
CURRFX/CNYGYD,Currency Exchange Rates - CNY vs GYD
CURRFX/CNYCVE,Currency Exchange Rates - CNY vs CVE
CURRFX/BZDGBP,Currency Exchange Rates - BZD vs GBP
CURRFX/CADCNY,Currency Exchange Rates - CAD vs CNY
CURRFX/CNYBIF,Currency Exchange Rates - CNY vs BIF
CURRFX/CADGBP,Currency Exchange Rates - CAD vs GBP
CURRFX/CNYBGN,Currency Exchange Rates - CNY vs BGN
CURRFX/CLPINR,Currency Exchange Rates - CLP vs INR
CURRFX/CDFIDR,Currency Exchange Rates - CDF vs IDR
CURRFX/CNYCHF,Currency Exchange Rates - CNY vs CHF
CURRFX/ALLINR,Currency Exchange Rates - ALL vs INR
CURRFX/CNYAOA,Currency Exchange Rates - CNY vs AOA
CURRFX/CHFINR,Currency Exchange Rates - CHF vs INR
CURRFX/CNYBBD,Currency Exchange Rates - CNY vs BBD
CURRFX/CNYBRL,Currency Exchange Rates - CNY vs BRL
CURRFX/CNYMRO,Currency Exchange Rates - CNY vs MRO
CURRFX/CNYIDR,Currency Exchange Rates - CNY vs IDR
CURRFX/CNYSOS,Currency Exchange Rates - CNY vs SOS
CURRFX/CNYBMD,Currency Exchange Rates - CNY vs BMD
CURRFX/CNYFKP,Currency Exchange Rates - CNY vs FKP
CURRFX/CNYBSD,Currency Exchange Rates - CNY vs BSD
CURRFX/CNYGHS,Currency Exchange Rates - CNY vs GHS
CURRFX/CNYAZN,Currency Exchange Rates - CNY vs AZN
CURRFX/CNYTOP,Currency Exchange Rates - CNY vs TOP
CURRFX/CNYLYD,Currency Exchange Rates - CNY vs LYD
CURRFX/CNYDKK,Currency Exchange Rates - CNY vs DKK
CURRFX/CNYILS,Currency Exchange Rates - CNY vs ILS
CURRFX/DKKGBP,Currency Exchange Rates - DKK vs GBP
CURRFX/GBPKES,Currency Exchange Rates - GBP vs KES
CURRFX/CNYCZK,Currency Exchange Rates - CNY vs CZK
CURRFX/CNYMUR,Currency Exchange Rates - CNY vs MUR
CURRFX/CNYKES,Currency Exchange Rates - CNY vs KES
CURRFX/CNYKPW,Currency Exchange Rates - CNY vs KPW
CURRFX/CNYKZT,Currency Exchange Rates - CNY vs KZT
CURRFX/CNYHTG,Currency Exchange Rates - CNY vs HTG
CURRFX/CNYPYG,Currency Exchange Rates - CNY vs PYG
CURRFX/CNYRWF,Currency Exchange Rates - CNY vs RWF
CURRFX/CNYZMW,Currency Exchange Rates - CNY vs ZMW
CURRFX/CNYKWD,Currency Exchange Rates - CNY vs KWD
CURRFX/CNYPAB,Currency Exchange Rates - CNY vs PAB
CURRFX/CNYTWD,Currency Exchange Rates - CNY vs TWD
CURRFX/CNYSCR,Currency Exchange Rates - CNY vs SCR
CURRFX/CNYPEN,Currency Exchange Rates - CNY vs PEN
CURRFX/CRCIDR,Currency Exchange Rates - CRC vs IDR
CURRFX/CNYTRY,Currency Exchange Rates - CNY vs TRY
CURRFX/EURGBP,Currency Exchange Rates - EUR vs GBP
CURRFX/CNYSBD,Currency Exchange Rates - CNY vs SBD
CURRFX/DZDGBP,Currency Exchange Rates - DZD vs GBP
CURRFX/CNYXAF,Currency Exchange Rates - CNY vs XAF
CURRFX/CNYXCD,Currency Exchange Rates - CNY vs XCD
CURRFX/CRCRUB,Currency Exchange Rates - CRC vs RUB
CURRFX/CNYSZL,Currency Exchange Rates - CNY vs SZL
CURRFX/CNYYER,Currency Exchange Rates - CNY vs YER
CURRFX/CNYSRD,Currency Exchange Rates - CNY vs SRD
CURRFX/EURCNY,Currency Exchange Rates - EUR vs CNY
CURRFX/CNYTND,Currency Exchange Rates - CNY vs TND
CURRFX/CZKGBP,Currency Exchange Rates - CZK vs GBP
CURRFX/CNYTMT,Currency Exchange Rates - CNY vs TMT
CURRFX/CRCCNY,Currency Exchange Rates - CRC vs CNY
CURRFX/CNYVEF,Currency Exchange Rates - CNY vs VEF
CURRFX/GBPBSD,Currency Exchange Rates - GBP vs BSD
CURRFX/CNYXPF,Currency Exchange Rates - CNY vs XPF
CURRFX/CVECNY,Currency Exchange Rates - CVE vs CNY
CURRFX/ECSGBP,Currency Exchange Rates - ECS vs GBP
CURRFX/CVEINR,Currency Exchange Rates - CVE vs INR
CURRFX/DOPCNY,Currency Exchange Rates - DOP vs CNY
CURRFX/CRCINR,Currency Exchange Rates - CRC vs INR
CURRFX/ETBRUB,Currency Exchange Rates - ETB vs RUB
CURRFX/DZDIDR,Currency Exchange Rates - DZD vs IDR
CURRFX/DJFGBP,Currency Exchange Rates - DJF vs GBP
CURRFX/DZDCNY,Currency Exchange Rates - DZD vs CNY
CURRFX/GBPAUD,Currency Exchange Rates - GBP vs AUD
CURRFX/DJFINR,Currency Exchange Rates - DJF vs INR
CURRFX/GBPBGN,Currency Exchange Rates - GBP vs BGN
CURRFX/DJFRUB,Currency Exchange Rates - DJF vs RUB
CURRFX/GBPCZK,Currency Exchange Rates - GBP vs CZK
CURRFX/GBPANG,Currency Exchange Rates - GBP vs ANG
CURRFX/GBPBYR,Currency Exchange Rates - GBP vs BYR
CURRFX/ETBINR,Currency Exchange Rates - ETB vs INR
CURRFX/GBPEUR,Currency Exchange Rates - GBP vs EUR
CURRFX/EURIDR,Currency Exchange Rates - EUR vs IDR
CURRFX/GBPFJD,Currency Exchange Rates - GBP vs FJD
CURRFX/GBPAOA,Currency Exchange Rates - GBP vs AOA
CURRFX/GBPGMD,Currency Exchange Rates - GBP vs GMD
CURRFX/FJDIDR,Currency Exchange Rates - FJD vs IDR
CURRFX/FKPCNY,Currency Exchange Rates - FKP vs CNY
CURRFX/GBPGIP,Currency Exchange Rates - GBP vs GIP
CURRFX/GBPAED,Currency Exchange Rates - GBP vs AED
CURRFX/GBPCLP,Currency Exchange Rates - GBP vs CLP
CURRFX/GBPLYD,Currency Exchange Rates - GBP vs LYD
CURRFX/GBPBIF,Currency Exchange Rates - GBP vs BIF
CURRFX/GBPGEL,Currency Exchange Rates - GBP vs GEL
CURRFX/GBPLRD,Currency Exchange Rates - GBP vs LRD
CURRFX/GBPCNY,Currency Exchange Rates - GBP vs CNY
CURRFX/GBPTHB,Currency Exchange Rates - GBP vs THB
CURRFX/GBPIDR,Currency Exchange Rates - GBP vs IDR
CURRFX/GBPCRC,Currency Exchange Rates - GBP vs CRC
CURRFX/GBPETB,Currency Exchange Rates - GBP vs ETB
CURRFX/GBPKPW,Currency Exchange Rates - GBP vs KPW
CURRFX/GBPGHS,Currency Exchange Rates - GBP vs GHS
CURRFX/GBPSDG,Currency Exchange Rates - GBP vs SDG
CURRFX/GBPHKD,Currency Exchange Rates - GBP vs HKD
CURRFX/GBPIQD,Currency Exchange Rates - GBP vs IQD
CURRFX/GBPMMK,Currency Exchange Rates - GBP vs MMK
CURRFX/GIPIDR,Currency Exchange Rates - GIP vs IDR
CURRFX/GBPNZD,Currency Exchange Rates - GBP vs NZD
CURRFX/GBPKRW,Currency Exchange Rates - GBP vs KRW
CURRFX/INRLBP,Currency Exchange Rates - INR vs LBP
CURRFX/GBPMGA,Currency Exchange Rates - GBP vs MGA
CURRFX/GBPPYG,Currency Exchange Rates - GBP vs PYG
CURRFX/GBPMAD,Currency Exchange Rates - GBP vs MAD
CURRFX/GBPZMW,Currency Exchange Rates - GBP vs ZMW
CURRFX/GELRUB,Currency Exchange Rates - GEL vs RUB
CURRFX/GBPSEK,Currency Exchange Rates - GBP vs SEK
CURRFX/GHSINR,Currency Exchange Rates - GHS vs INR
CURRFX/GBPSVC,Currency Exchange Rates - GBP vs SVC
CURRFX/GBPPLN,Currency Exchange Rates - GBP vs PLN
CURRFX/GBPTOP,Currency Exchange Rates - GBP vs TOP
CURRFX/GBPRSD,Currency Exchange Rates - GBP vs RSD
CURRFX/GBPSRD,Currency Exchange Rates - GBP vs SRD
CURRFX/GNFIDR,Currency Exchange Rates - GNF vs IDR
CURRFX/GBPSTD,Currency Exchange Rates - GBP vs STD
CURRFX/GIPINR,Currency Exchange Rates - GIP vs INR
CURRFX/GMDCNY,Currency Exchange Rates - GMD vs CNY
CURRFX/GBPTWD,Currency Exchange Rates - GBP vs TWD
CURRFX/GELINR,Currency Exchange Rates - GEL vs INR
CURRFX/GBPTJS,Currency Exchange Rates - GBP vs TJS
CURRFX/IDRAWG,Currency Exchange Rates - IDR vs AWG
CURRFX/GBPXAF,Currency Exchange Rates - GBP vs XAF
CURRFX/GBPUYU,Currency Exchange Rates - GBP vs UYU
CURRFX/GIPCNY,Currency Exchange Rates - GIP vs CNY
CURRFX/GELCNY,Currency Exchange Rates - GEL vs CNY
CURRFX/IDRDJF,Currency Exchange Rates - IDR vs DJF
CURRFX/HUFCNY,Currency Exchange Rates - HUF vs CNY
CURRFX/GELIDR,Currency Exchange Rates - GEL vs IDR
CURRFX/GMDGBP,Currency Exchange Rates - GMD vs GBP
CURRFX/GHSGBP,Currency Exchange Rates - GHS vs GBP
CURRFX/GIPRUB,Currency Exchange Rates - GIP vs RUB
CURRFX/IDRKMF,Currency Exchange Rates - IDR vs KMF
CURRFX/GMDIDR,Currency Exchange Rates - GMD vs IDR
CURRFX/HTGGBP,Currency Exchange Rates - HTG vs GBP
CURRFX/HUFIDR,Currency Exchange Rates - HUF vs IDR
CURRFX/HRKRUB,Currency Exchange Rates - HRK vs RUB
CURRFX/IDRBZD,Currency Exchange Rates - IDR vs BZD
CURRFX/IDRKES,Currency Exchange Rates - IDR vs KES
CURRFX/IDRCLP,Currency Exchange Rates - IDR vs CLP
CURRFX/IDRJMD,Currency Exchange Rates - IDR vs JMD
CURRFX/IDRAED,Currency Exchange Rates - IDR vs AED
CURRFX/IDRCHF,Currency Exchange Rates - IDR vs CHF
CURRFX/IDRBWP,Currency Exchange Rates - IDR vs BWP
CURRFX/IDRBTN,Currency Exchange Rates - IDR vs BTN
CURRFX/IDRPHP,Currency Exchange Rates - IDR vs PHP
CURRFX/IDRIQD,Currency Exchange Rates - IDR vs IQD
CURRFX/IDRMRO,Currency Exchange Rates - IDR vs MRO
CURRFX/IDRGNF,Currency Exchange Rates - IDR vs GNF
CURRFX/IDRKWD,Currency Exchange Rates - IDR vs KWD
CURRFX/IDRILS,Currency Exchange Rates - IDR vs ILS
CURRFX/IDRMAD,Currency Exchange Rates - IDR vs MAD
CURRFX/IDRIRR,Currency Exchange Rates - IDR vs IRR
CURRFX/IDRQAR,Currency Exchange Rates - IDR vs QAR
CURRFX/IDRHTG,Currency Exchange Rates - IDR vs HTG
CURRFX/IDRMKD,Currency Exchange Rates - IDR vs MKD
CURRFX/IDRJPY,Currency Exchange Rates - IDR vs JPY
CURRFX/IDRMNT,Currency Exchange Rates - IDR vs MNT
CURRFX/IDRISK,Currency Exchange Rates - IDR vs ISK
CURRFX/IDRMOP,Currency Exchange Rates - IDR vs MOP
CURRFX/IDRKRW,Currency Exchange Rates - IDR vs KRW
CURRFX/IDRSCR,Currency Exchange Rates - IDR vs SCR
CURRFX/IDRLBP,Currency Exchange Rates - IDR vs LBP
CURRFX/IDRSZL,Currency Exchange Rates - IDR vs SZL
CURRFX/IDRPEN,Currency Exchange Rates - IDR vs PEN
CURRFX/IDRMMK,Currency Exchange Rates - IDR vs MMK
CURRFX/IDRRON,Currency Exchange Rates - IDR vs RON
CURRFX/IDRMWK,Currency Exchange Rates - IDR vs MWK
CURRFX/INRBRL,Currency Exchange Rates - INR vs BRL
CURRFX/IDRMVR,Currency Exchange Rates - IDR vs MVR
CURRFX/IDRUSD,Currency Exchange Rates - IDR vs USD
CURRFX/IDRNOK,Currency Exchange Rates - IDR vs NOK
CURRFX/IDRSDG,Currency Exchange Rates - IDR vs SDG
CURRFX/IDRNZD,Currency Exchange Rates - IDR vs NZD
CURRFX/IDRSHP,Currency Exchange Rates - IDR vs SHP
CURRFX/IDRNIO,Currency Exchange Rates - IDR vs NIO
CURRFX/INRFJD,Currency Exchange Rates - INR vs FJD
CURRFX/IDRXOF,Currency Exchange Rates - IDR vs XOF
CURRFX/IDRTOP,Currency Exchange Rates - IDR vs TOP
CURRFX/INRCRC,Currency Exchange Rates - INR vs CRC
CURRFX/INRETB,Currency Exchange Rates - INR vs ETB
CURRFX/INRAMD,Currency Exchange Rates - INR vs AMD
CURRFX/IDRSYP,Currency Exchange Rates - IDR vs SYP
CURRFX/IDRZAR,Currency Exchange Rates - IDR vs ZAR
CURRFX/IDRUGX,Currency Exchange Rates - IDR vs UGX
CURRFX/ILSGBP,Currency Exchange Rates - ILS vs GBP
CURRFX/IDRTHB,Currency Exchange Rates - IDR vs THB
CURRFX/INRBSD,Currency Exchange Rates - INR vs BSD
CURRFX/ILSRUB,Currency Exchange Rates - ILS vs RUB
CURRFX/INRAUD,Currency Exchange Rates - INR vs AUD
CURRFX/INRAED,Currency Exchange Rates - INR vs AED
CURRFX/INRTND,Currency Exchange Rates - INR vs TND
CURRFX/INRAZN,Currency Exchange Rates - INR vs AZN
CURRFX/INRCZK,Currency Exchange Rates - INR vs CZK
CURRFX/INRBGN,Currency Exchange Rates - INR vs BGN
CURRFX/INRISK,Currency Exchange Rates - INR vs ISK
CURRFX/INRDOP,Currency Exchange Rates - INR vs DOP
CURRFX/INRCAD,Currency Exchange Rates - INR vs CAD
CURRFX/INRTJS,Currency Exchange Rates - INR vs TJS
CURRFX/INRBYR,Currency Exchange Rates - INR vs BYR
CURRFX/INRGHS,Currency Exchange Rates - INR vs GHS
CURRFX/INRGNF,Currency Exchange Rates - INR vs GNF
CURRFX/INRTRY,Currency Exchange Rates - INR vs TRY
CURRFX/INRCOP,Currency Exchange Rates - INR vs COP
CURRFX/INRMKD,Currency Exchange Rates - INR vs MKD
CURRFX/INRDKK,Currency Exchange Rates - INR vs DKK
CURRFX/INRGIP,Currency Exchange Rates - INR vs GIP
CURRFX/INRKWD,Currency Exchange Rates - INR vs KWD
CURRFX/INRMGA,Currency Exchange Rates - INR vs MGA
CURRFX/INRILS,Currency Exchange Rates - INR vs ILS
CURRFX/INRSBD,Currency Exchange Rates - INR vs SBD
CURRFX/INRKES,Currency Exchange Rates - INR vs KES
CURRFX/INRMUR,Currency Exchange Rates - INR vs MUR
CURRFX/INRZMW,Currency Exchange Rates - INR vs ZMW
CURRFX/INRVND,Currency Exchange Rates - INR vs VND
CURRFX/MADRUB,Currency Exchange Rates - MAD vs RUB
CURRFX/INRKHR,Currency Exchange Rates - INR vs KHR
CURRFX/INRLYD,Currency Exchange Rates - INR vs LYD
CURRFX/INRTWD,Currency Exchange Rates - INR vs TWD
CURRFX/KGSINR,Currency Exchange Rates - KGS vs INR
CURRFX/INRLKR,Currency Exchange Rates - INR vs LKR
CURRFX/INRRSD,Currency Exchange Rates - INR vs RSD
CURRFX/INRMDL,Currency Exchange Rates - INR vs MDL
CURRFX/INRRUB,Currency Exchange Rates - INR vs RUB
CURRFX/INRSCR,Currency Exchange Rates - INR vs SCR
CURRFX/INRMRO,Currency Exchange Rates - INR vs MRO
CURRFX/JMDRUB,Currency Exchange Rates - JMD vs RUB
CURRFX/INRNAD,Currency Exchange Rates - INR vs NAD
CURRFX/IQDGBP,Currency Exchange Rates - IQD vs GBP
CURRFX/INRPHP,Currency Exchange Rates - INR vs PHP
CURRFX/INRUGX,Currency Exchange Rates - INR vs UGX
CURRFX/IRRRUB,Currency Exchange Rates - IRR vs RUB
CURRFX/ISKRUB,Currency Exchange Rates - ISK vs RUB
CURRFX/INRSVC,Currency Exchange Rates - INR vs SVC
CURRFX/LAKINR,Currency Exchange Rates - LAK vs INR
CURRFX/INRTZS,Currency Exchange Rates - INR vs TZS
CURRFX/JODCNY,Currency Exchange Rates - JOD vs CNY
CURRFX/INRVEF,Currency Exchange Rates - INR vs VEF
CURRFX/MURCNY,Currency Exchange Rates - MUR vs CNY
CURRFX/INRXAF,Currency Exchange Rates - INR vs XAF
CURRFX/KPWIDR,Currency Exchange Rates - KPW vs IDR
CURRFX/INRZAR,Currency Exchange Rates - INR vs ZAR
CURRFX/KMFIDR,Currency Exchange Rates - KMF vs IDR
CURRFX/MOPEUR,Currency Exchange Rates - MOP vs EUR
CURRFX/IRRGBP,Currency Exchange Rates - IRR vs GBP
CURRFX/LBPRUB,Currency Exchange Rates - LBP vs RUB
CURRFX/KHRGBP,Currency Exchange Rates - KHR vs GBP
CURRFX/ISKCNY,Currency Exchange Rates - ISK vs CNY
CURRFX/KESRUB,Currency Exchange Rates - KES vs RUB
CURRFX/ISKGBP,Currency Exchange Rates - ISK vs GBP
CURRFX/KRWGBP,Currency Exchange Rates - KRW vs GBP
CURRFX/KMFEUR,Currency Exchange Rates - KMF vs EUR
CURRFX/JPYINR,Currency Exchange Rates - JPY vs INR
CURRFX/KESGBP,Currency Exchange Rates - KES vs GBP
CURRFX/LKRINR,Currency Exchange Rates - LKR vs INR
CURRFX/KHRINR,Currency Exchange Rates - KHR vs INR
CURRFX/KRWIDR,Currency Exchange Rates - KRW vs IDR
CURRFX/KHRRUB,Currency Exchange Rates - KHR vs RUB
CURRFX/LAKGBP,Currency Exchange Rates - LAK vs GBP
CURRFX/MURUSD,Currency Exchange Rates - MUR vs USD
CURRFX/KPWRUB,Currency Exchange Rates - KPW vs RUB
CURRFX/LYDRUB,Currency Exchange Rates - LYD vs RUB
CURRFX/KZTIDR,Currency Exchange Rates - KZT vs IDR
CURRFX/KYDGBP,Currency Exchange Rates - KYD vs GBP
CURRFX/MMKRUB,Currency Exchange Rates - MMK vs RUB
CURRFX/KZTGBP,Currency Exchange Rates - KZT vs GBP
CURRFX/MKDIDR,Currency Exchange Rates - MKD vs IDR
CURRFX/MGAIDR,Currency Exchange Rates - MGA vs IDR
CURRFX/MOPCNY,Currency Exchange Rates - MOP vs CNY
CURRFX/LKRRUB,Currency Exchange Rates - LKR vs RUB
CURRFX/LRDCNY,Currency Exchange Rates - LRD vs CNY
CURRFX/MOPIDR,Currency Exchange Rates - MOP vs IDR
CURRFX/NZDUSD,Currency Exchange Rates - NZD vs USD
CURRFX/MDLRUB,Currency Exchange Rates - MDL vs RUB
CURRFX/RSDGBP,Currency Exchange Rates - RSD vs GBP
CURRFX/MVRRUB,Currency Exchange Rates - MVR vs RUB
CURRFX/MMKGBP,Currency Exchange Rates - MMK vs GBP
CURRFX/MROIDR,Currency Exchange Rates - MRO vs IDR
CURRFX/MMKINR,Currency Exchange Rates - MMK vs INR
CURRFX/MNTCNY,Currency Exchange Rates - MNT vs CNY
CURRFX/MURGBP,Currency Exchange Rates - MUR vs GBP
CURRFX/MVRUSD,Currency Exchange Rates - MVR vs USD
CURRFX/NIOIDR,Currency Exchange Rates - NIO vs IDR
CURRFX/MURINR,Currency Exchange Rates - MUR vs INR
CURRFX/MURIDR,Currency Exchange Rates - MUR vs IDR
CURRFX/NGNCNY,Currency Exchange Rates - NGN vs CNY
CURRFX/NGNGBP,Currency Exchange Rates - NGN vs GBP
CURRFX/MVRCNY,Currency Exchange Rates - MVR vs CNY
CURRFX/NGNUSD,Currency Exchange Rates - NGN vs USD
CURRFX/RUBISK,Currency Exchange Rates - RUB vs ISK
CURRFX/MVRINR,Currency Exchange Rates - MVR vs INR
CURRFX/NIOGBP,Currency Exchange Rates - NIO vs GBP
CURRFX/MWKCNY,Currency Exchange Rates - MWK vs CNY
CURRFX/PKRINR,Currency Exchange Rates - PKR vs INR
CURRFX/MYRRUB,Currency Exchange Rates - MYR vs RUB
CURRFX/OMRRUB,Currency Exchange Rates - OMR vs RUB
CURRFX/RUBRSD,Currency Exchange Rates - RUB vs RSD
CURRFX/NADCNY,Currency Exchange Rates - NAD vs CNY
CURRFX/PENIDR,Currency Exchange Rates - PEN vs IDR
CURRFX/MZNINR,Currency Exchange Rates - MZN vs INR
CURRFX/PENGBP,Currency Exchange Rates - PEN vs GBP
CURRFX/NADINR,Currency Exchange Rates - NAD vs INR
CURRFX/PENCNY,Currency Exchange Rates - PEN vs CNY
CURRFX/PABAUD,Currency Exchange Rates - PAB vs AUD
CURRFX/NPRRUB,Currency Exchange Rates - NPR vs RUB
CURRFX/PGKINR,Currency Exchange Rates - PGK vs INR
CURRFX/NPRCNY,Currency Exchange Rates - NPR vs CNY
CURRFX/PGKIDR,Currency Exchange Rates - PGK vs IDR
CURRFX/NZDGBP,Currency Exchange Rates - NZD vs GBP
CURRFX/PYGINR,Currency Exchange Rates - PYG vs INR
CURRFX/PHPGBP,Currency Exchange Rates - PHP vs GBP
CURRFX/PABINR,Currency Exchange Rates - PAB vs INR
CURRFX/PABGBP,Currency Exchange Rates - PAB vs GBP
CURRFX/RUBBHD,Currency Exchange Rates - RUB vs BHD
CURRFX/RUBBRL,Currency Exchange Rates - RUB vs BRL
CURRFX/RUBGEL,Currency Exchange Rates - RUB vs GEL
CURRFX/RUBCRC,Currency Exchange Rates - RUB vs CRC
CURRFX/RUBMNT,Currency Exchange Rates - RUB vs MNT
CURRFX/RONINR,Currency Exchange Rates - RON vs INR
CURRFX/RUBBMD,Currency Exchange Rates - RUB vs BMD
CURRFX/RUBHKD,Currency Exchange Rates - RUB vs HKD
CURRFX/RUBANG,Currency Exchange Rates - RUB vs ANG
CURRFX/RUBGTQ,Currency Exchange Rates - RUB vs GTQ
CURRFX/RUBCUP,Currency Exchange Rates - RUB vs CUP
CURRFX/RUBTJS,Currency Exchange Rates - RUB vs TJS
CURRFX/RUBBND,Currency Exchange Rates - RUB vs BND
CURRFX/RUBGIP,Currency Exchange Rates - RUB vs GIP
CURRFX/RUBBZD,Currency Exchange Rates - RUB vs BZD
CURRFX/RUBGYD,Currency Exchange Rates - RUB vs GYD
CURRFX/RUBMKD,Currency Exchange Rates - RUB vs MKD
